time,value,parameter_id,station_id
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,16.3,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0.5,9,160
1981-01-01 00:00,0.7,9,160
1981-01-01 00:00,2.4,9,160
1981-01-01 00:00,9.6,9,160
1981-01-01 00:00,9.1,9,160
1981-01-01 00:00,15.7,9,160
1981-01-01 00:00,40.8,9,160
1981-01-01 00:00,2.8,9,160
1981-01-01 00:00,14.2,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0.8,9,160
1981-01-01 00:00,2.1,9,160
1981-01-01 00:00,4.9,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0.6,9,160
1981-01-01 00:00,10.8,9,160
1981-01-01 00:00,2.4,9,160
1981-01-01 00:00,0.4,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,13,9,160
1981-01-01 00:00,11.5,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0.2,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,13.2,9,160
1981-01-01 00:00,11.8,9,160
1981-01-01 00:00,3.1,9,160
1981-01-01 00:00,18,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,23.1,9,160
1981-01-01 00:00,3,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,4,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,19.4,9,160
1981-01-01 00:00,25.1,9,160
1981-01-01 00:00,18.6,9,160
1981-01-01 00:00,9.4,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,127.1,9,160
1981-01-01 00:00,114.9,9,160
1981-01-01 00:00,104.9,9,160
1981-01-01 00:00,7.8,9,160
1981-01-01 00:00,195.9,9,160
1981-01-01 00:00,1.3,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
